Date,is_school_out,is_holiday,TOTAL_VISITS,T - AWND,T - PRCP,T - SNOW,T - SNWD,T - TAVG,M_PRCP,M_SNWD,M_TAVG,day_of_week_num,month
2021-02-14,0,0,4994.0,6.04,0.0,0.0,9.1,26,0.2,70,23,6,2
2021-02-15,1,1,4363.0,8.5,0.3,0.9,7.1,33,0.5,76,29,0,2
2021-02-16,0,0,2738.0,7.61,0.05,0.0,5.1,36,0.5,77,25,1,2
2021-02-17,0,0,3699.0,8.95,0.0,0.0,3.1,34,0.1,76,22,2,2
2021-02-18,0,0,2679.0,10.51,0.04,1.0,2.0,28,0.3,77,20,3,2
2021-02-19,0,0,4506.0,11.18,0.09,0.3,2.0,35,0.2,79,29,4,2
2021-02-20,0,0,5330.0,8.5,0.02,0.2,1.2,35,0.2,78,24,5,2
2021-02-21,0,0,4872.0,5.59,0.0,0.0,0.0,34,0.1,77,24,6,2
2021-02-22,0,0,2044.0,9.17,0.0,0.0,0.0,39,0.0,75,33,0,2
2021-02-23,0,0,1972.0,10.07,0.0,0.0,0.0,42,0.0,75,24,1,2
2021-02-24,0,0,2297.0,10.29,0.0,0.0,0.0,35,0.1,75,21,2,2
2021-02-25,0,0,1788.0,10.74,0.0,0.0,0.0,30,0.0,74,22,3,2
2021-02-26,0,0,2452.0,10.74,0.01,0.3,0.0,34,0.2,80,22,4,2
2021-02-27,0,0,4975.0,8.5,0.02,0.6,0.0,33,0.3,82,20,5,2
2021-02-28,0,0,5435.0,5.37,0.0,0.0,0.0,30,0.1,80,21,6,2
2021-03-01,0,0,2049.0,11.41,0.0,0.0,0.0,37,0.0,79,30,0,3
2021-03-02,0,0,1803.0,6.26,0.0,0.0,0.0,41,0.0,77,36,1,3
2021-03-03,0,0,2026.0,6.49,0.0,0.0,0.0,43,0.0,76,38,2,3
2021-03-04,0,0,1841.0,7.61,0.0,0.0,0.0,45,0.0,75,38,3,3
2021-03-05,0,0,2729.0,19.01,0.0,0.0,0.0,52,0.0,73,43,4,3
2021-03-06,0,0,2808.0,7.83,0.04,0.0,0.0,52,0.4,74,34,5,3
2021-03-07,0,0,4072.0,8.28,0.0,0.0,0.0,42,0.0,73,32,6,3
2021-03-08,0,0,962.0,4.03,0.02,0.0,0.0,42,0.1,73,33,0,3
2021-03-09,0,0,1160.0,4.47,0.0,0.0,0.0,38,0.0,71,27,1,3
2021-03-10,0,0,1376.0,4.25,0.0,0.0,0.0,39,0.0,71,28,2,3
2021-03-11,0,0,1332.0,4.92,0.0,0.0,0.0,40,0.0,71,32,3,3
2021-03-12,0,0,2426.0,5.82,0.0,0.0,0.0,40,0.0,70,32,4,3
2021-03-13,0,0,2831.0,6.04,0.0,0.0,0.0,41,0.0,69,37,5,3
2021-03-14,0,0,3002.0,6.93,0.0,0.0,0.0,47,0.0,68,40,6,3
2021-03-15,0,0,978.0,9.4,0.0,0.0,0.0,51,0.0,67,40,0,3
2021-03-16,0,0,1039.0,8.5,0.0,0.0,0.0,42,0.0,66,36,1,3
2021-03-17,0,0,1218.0,8.28,0.0,0.0,0.0,45,0.0,65,37,2,3
2021-03-18,0,0,1060.0,12.3,0.0,0.0,0.0,53,0.0,63,44,3,3
2021-03-19,0,0,877.0,7.16,0.19,0.0,0.0,55,0.6,64,37,4,3
2021-03-20,0,0,1956.0,12.3,0.0,0.0,0.0,48,0.0,64,31,5,3
2021-03-21,0,0,2200.0,6.49,0.0,0.0,0.0,41,0.0,64,28,6,3
2021-03-22,1,0,978.0,7.61,0.46,0.5,0.0,41,0.6,69,29,0,3
2021-03-23,1,0,2392.0,15.66,0.0,0.0,0.0,38,0.0,67,29,1,3
2021-03-24,1,0,1134.0,5.59,0.05,0.0,0.0,39,0.2,69,28,2,3
2021-03-25,1,0,1609.0,9.84,0.19,0.0,0.0,40,0.5,72,29,3,3
2021-03-26,1,0,3158.0,11.63,0.0,0.0,0.0,42,0.0,71,32,4,3
2021-03-27,0,0,2471.0,5.59,0.0,0.0,0.0,45,0.0,69,37,5,3
2021-03-28,0,0,1281.0,11.41,0.0,0.0,0.0,54,0.0,66,47,6,3
2021-03-29,0,0,221.0,18.57,0.0,0.0,0.0,49,0.0,66,23,0,3
2021-03-30,0,0,640.0,8.05,0.0,0.0,0.0,37,0.0,65,26,1,3
2021-03-31,0,0,728.0,9.17,0.0,0.0,0.0,41,0.0,64,36,2,3
2021-04-01,0,0,645.0,12.3,0.0,0.0,0.0,52,0.0,61,46,3,4
2021-04-02,0,0,843.0,8.05,0.0,0.0,0.0,58,0.0,59,48,4,4
2021-04-03,0,0,1385.0,6.49,0.0,0.0,0.0,61,0.0,57,48,5,4
2021-04-04,0,0,887.0,5.59,0.0,0.0,0.0,61,0.0,54,46,6,4
2021-04-05,0,0,249.0,15.21,0.0,0.0,0.0,51,0.2,56,32,0,4
2021-04-06,0,0,619.0,11.86,0.0,0.0,0.0,44,0.0,53,36,1,4
2021-04-07,0,0,471.0,7.61,0.0,0.0,0.0,53,0.0,52,43,2,4
2021-04-08,0,0,228.0,13.65,0.0,0.0,0.0,53,0.0,50,33,3,4
2021-04-09,0,0,535.0,5.37,0.0,0.0,0.0,43,0.0,48,36,4,4
2021-04-10,0,0,979.0,13.2,0.0,0.0,0.0,50,0.0,47,35,5,4
2021-04-11,0,0,1469.0,12.53,0.0,0.0,0.0,41,0.0,46,28,6,4
2021-04-17,0,0,1191.0,6.49,0.0,0.0,0.0,53,0.0,37,42,5,4
2021-04-18,0,0,1696.0,6.93,0.0,0.0,0.0,56,0.0,36,47,6,4
