Date,Day of week,is_school_out,is_holiday,Day Tickets,Night Ticket,Total Ticket,SP Day,SP Night,Total SP,Total VIsits Alpine,T - AWND,T - PRCP,T - SNOW,T - SNWD,T - TAVG,T - TMAX,T - TMIN,T - WSF2,T - WSF5,M_PRCP,M_SNWD,M_TAVG,M_TMAX,M_TMIN,M_TOBS,M_WESD
12/8/2019,Sun,0,0,359,0,359,"1,431",0,"1,431.00","1,790.00",7.38,0.16,0,0,45,47,38,15,17,0.5,13,32,35,27,27,2.7
12/9/2019,Mon,0,0,63,0,63,417,0,417.00,480.00,3.8,0,0,0,38,45,29,13,17,0,12,25,31,19,21,2.7
12/10/2019,Tue,0,0,27,0,27,291,0,291.00,318.00,6.71,0,0,0,35,45,28,13,18.1,0,12,28,34,20,33,2.7
12/11/2019,Wed,0,0,51,0,51,282,0,282.00,333.00,6.93,0.05,0,0,37,43,32,18.1,25.9,0.4,15,32,33,30,33,3.2
12/12/2019,Thu,0,0,70,0,70,426,0,426.00,496.00,6.49,0.28,0,0,42,48,39,17,30,0.5,19,33,35,30,30,4.1
12/13/2019,Fri,0,0,131,0,131,842,0,842.00,973.00,3.58,0.07,0,0,39,41,34,12.1,13,0.2,18,28,30,27,27,4.2
12/14/2019,Sat,0,0,632,0,632,"2,299",0,"2,299.00","2,931.00",7.16,0.07,0,0,36,42,29,16.1,21,0.1,19,23,27,15,17,4.3
12/15/2019,Sun,0,0,552,0,552,"2,228",0,"2,228.00","2,780.00",3.8,0,0,0,32,37,27,12.1,14.1,0.1,19,21,25,16,20,4.4
12/16/2019,Mon,0,0,120,0,120,601,0,601.00,721.00,3.13,0,0,0,29,36,21,12.1,16.1,0,19,15,23,10,13,4.4
12/17/2019,Tue,0,0,91,0,91,515,0,515.00,606.00,10.07,0,0,0,27,36,19,21,27.1,0,19,23,28,12,28,4.4
12/18/2019,Wed,0,0,110,0,110,574,0,574.00,684.00,3.58,0,0,0,27,35,22,13,17,0.1,18,29,33,24,28,4.6
12/19/2019,Thu,0,0,132,0,132,684,0,684.00,816.00,10.07,0.01,0.2,0,33,45,30,23,30,0.2,20,31,36,27,35,4.9
12/20/2019,Fri,0,0,257,0,257,"1,528",0,"1,528.00","1,785.00",14.09,0,0,0,45,50,40,23.9,33.1,0,20,36,39,33,38,4.9
12/21/2019,Sat,0,0,611,168,779,"2,392",273,"2,665.00","3,444.00",13.42,0,0,0,44,50,40,21,27.1,0,19,40,42,38,40,4.9
12/22/2019,Sun,0,0,616,127,743,"2,235",198,"2,433.00","3,176.00",11.86,0,0,0,45,61,36,25.9,36,0,19,41,43,38,38,4.9
12/23/2019,Mon,1,0,604,164,768,"1,376",216,"1,592.00","2,360.00",4.92,0,0,0,47,48,37,14.1,19,0.2,20,33,38,31,31,5
12/24/2019,Tue,1,1,594,0,594,"1,753",0,"1,753.00","2,347.00",4.25,0.16,0.6,0,36,40,29,8.9,13,0.2,21,26,31,17,19,5.1
12/25/2019,Wed,1,1,644,125,769,"1,578",172,"1,750.00","2,519.00",2.91,0.01,0.1,0,31,35,28,8.1,10.1,0.1,24,23,29,16,20,5.3
12/26/2019,Thu,1,0,"1,223",373,"1,596","2,432",490,"2,922.00","4,518.00",4.03,0,0,0,32,33,31,10.1,13,0.1,23,21,24,15,19,5.3
12/27/2019,Fri,1,0,"1,390",351,"1,741","2,834",289,"3,123.00","4,864.00",5.82,0,0,0,32,35,26,12.1,13,0,23,20,24,17,21,5.3
12/28/2019,Sat,1,0,"1,297",395,"1,692","3,331",399,"3,730.00","5,422.00",2.24,0,0,0,29,39,24,13,16.1,0,22,23,26,21,25,5.3
12/29/2019,Sun,1,0,"1,186",288,"1,474","3,111",298,"3,409.00","4,883.00",6.26,0.04,0.1,0,31,32,28,12.1,17,0.1,23,28,33,22,26,5.4
12/30/2019,Mon,1,0,"1,150",367,"1,517","2,134",372,"2,506.00","4,023.00",2.46,0,0,0,31,34,29,10.1,13,0,22,25,29,23,23,5.4
12/31/2019,Tue,1,1,"1,011",147,"1,158","1,897",295,"2,192.00","3,350.00",10.29,0.01,0,0,34,40,32,19.9,25.9,0.1,23,28,33,23,33,5.6
1/1/2020,Wed,1,1,957,470,"1,427","3,195",860,"4,055.00","5,482.00",9.4,0.2,0,0,40,47,37,21.9,31.1,0.3,25,31,34,27,27,6.1
1/2/2020,Thu,1,0,"1,029",367,"1,396","2,671",429,"3,100.00","4,496.00",4.92,0,0,0,39,44,32,17,21,0.1,25,27,30,26,30,6.2
1/3/2020,Fri,1,0,913,415,"1,328","2,368",521,"2,889.00","4,217.00",6.26,0,0,0,40,50,33,21,27.1,0,25,33,39,27,37,6.2
1/4/2020,Sat,0,0,"1,186",506,"1,692","3,956",583,"4,539.00","6,231.00",9.84,0,0,0,43,47,30,25.9,35.1,0.1,25,30,41,18,24,6.3
1/5/2020,Sun,0,0,879,268,"1,147","4,358",382,"4,740.00","5,887.00",5.82,0.04,0.7,0,35,39,29,14.1,18.1,0,28,25,27,22,25,6.5
1/6/2020,Mon,0,0,243,132,375,956,270,"1,226.00","1,601.00",7.61,0.02,0,0,33,40,28,15,19,0.3,29,27,31,23,30,6.9
1/7/2020,Tue,0,0,277,122,399,"1,098",388,"1,486.00","1,885.00",11.18,0,0,0,40,53,34,18.1,23.9,0,28,33,37,29,34,6.9
1/8/2020,Wed,0,0,159,153,312,"1,004",512,"1,516.00","1,828.00",6.49,0.06,0.1,0,40,47,32,19.9,29.1,0.3,33,28,34,24,25,7.4
1/9/2020,Thu,0,0,236,228,464,997,742,"1,739.00","2,203.00",8.05,0.13,1,1.2,35,38,29,23.9,33.1,0.1,33,22,25,16,17,7.7
1/10/2020,Fri,0,0,705,409,"1,114","1,382",628,"2,010.00","3,124.00",12.97,0,0,0,30,38,23,25.9,32,0.3,34,19,28,11,28,7.8
1/11/2020,Sat,0,0,"1,171",518,"1,689","4,792",649,"5,441.00","7,130.00",8.28,0.15,0.7,0,35,39,32,19.9,25.1,0.5,42,26,28,21,21,9
1/12/2020,Sun,0,0,"1,040",257,"1,297","4,435",509,"4,944.00","6,241.00",10.07,0.19,2.5,0,33,39,31,25.1,35.1,1,52,23,26,21,22,10.5
1/13/2020,Mon,0,0,276,161,437,"1,605",382,"1,987.00","2,424.00",10.07,0.1,1.8,2,34,36,30,21,29.1,0.4,54,20,26,17,26,11
1/14/2020,Tue,0,0,278,209,487,"1,337",528,"1,865.00","2,352.00",6.04,0.06,2.1,3.1,31,39,20,21.9,30,0.1,52,21,26,15,15,11.3
1/15/2020,Wed,0,0,334,106,440,"1,318",245,"1,563.00","2,003.00",13.42,0,0,3.9,25,37,16,21.9,29.1,0.1,50,18,30,9,30,11.4
1/16/2020,Thu,0,0,321,199,520,996,661,"1,657.00","2,177.00",12.53,0,0,3.1,38,48,31,23,34,0.2,50,32,34,27,27,11.5
1/17/2020,Fri,0,0,687,595,"1,282","2,419",842,"3,261.00","4,543.00",8.95,0,0,1.2,36,40,31,21.9,30,0,48,22,26,17,20,11.5
1/18/2020,Sat,0,0,"1,284",509,"1,793","4,594",601,"5,195.00","6,988.00",8.5,0,0,0,34,42,30,15,19.9,0.1,47,26,30,19,28,11.6
1/19/2020,Sun,0,0,"1,098",380,"1,478","4,012",509,"4,521.00","5,999.00",7.61,0,0,0,34,41,25,18.1,28,0,46,32,38,25,38,11.7
1/20/2020,Mon,1,1,"1,002",266,"1,268","3,317",349,"3,666.00","4,934.00",3.36,0,0,0,33,40,28,12.1,17,0,45,38,42,35,36,11.7
1/21/2020,Tue,0,0,176,94,270,615,211,826.00,"1,096.00",5.82,0.02,0,0,38,48,33,18.1,23,0.2,46,34,40,27,27,11.9
1/22/2020,Wed,0,0,186,213,399,"1,201",558,"1,759.00","2,158.00",4.92,0,0,0,37,47,28,13,16.1,0,45,28,32,20,32,12
1/23/2020,Thu,0,0,253,213,466,933,527,"1,460.00","1,926.00",5.14,0,0,0,42,53,38,12.1,14.1,0.1,44,36,42,33,35,12.1
1/24/2020,Fri,0,0,444,485,929,"1,033",646,"1,679.00","2,608.00",6.49,0.17,0,0,43,49,38,17,23,0.4,45,33,36,27,29,12.6
1/25/2020,Sat,0,0,"1,064",484,"1,548","4,096",578,"4,674.00","6,222.00",5.14,0.02,0,0,39,44,33,14.1,17,0,45,32,35,29,34,12.6
1/26/2020,Sun,0,0,551,145,696,"2,431",234,"2,665.00","3,361.00",6.71,0.74,0,0,42,46,38,23,29.1,0.9,49,33,36,30,31,13.7
1/27/2020,Mon,0,0,183,85,268,756,369,"1,125.00","1,393.00",6.26,0,0,0,40,49,33,15,19.9,0.1,49,31,35,29,34,13.8
1/28/2020,Tue,0,0,155,124,279,660,533,"1,193.00","1,472.00",8.05,0.19,0,0,43,47,35,17,23,0.4,52,32,36,29,29,14.2
1/29/2020,Wed,0,0,244,246,490,"1,362",619,"1,981.00","2,471.00",3.58,0.07,0,0,38,46,31,8.9,13,0.1,52,30,38,23,30,14.4
1/30/2020,Thu,0,0,362,363,725,929,735,"1,664.00","2,389.00",6.71,0.13,0,0,39,44,33,16.1,21,0.1,51,30,42,21,31,14.5
1/31/2020,Fri,0,0,648,520,"1,168","1,283",712,"1,995.00","3,163.00",8.72,0,0,0,40,50,36,18.1,21.9,0.1,50,35,40,31,36,14.6
2/1/2020,Sat,0,0,"1,178",303,"1,481","3,538",595,"4,133.00","5,614.00",9.84,0,0,0,44,52,34,19.9,23.9,0,49,40,47,34,36,14.6
2/2/2020,Sun,0,0,793,105,898,"2,535",140,"2,675.00","3,573.00",14.54,0.02,0,0,38,39,27,23.9,32,0.1,51,22,37,12,12,14.8
2/3/2020,Mon,0,0,185,44,229,515,125,640.00,869.00,18.79,0,0,0,30,38,25,29.1,38,0,49,17,23,12,15,14.8
2/4/2020,Tue,0,0,426,386,812,801,221,"1,022.00","1,834.00",6.71,0,0,0,27,36,17,18.1,23.9,0,49,18,23,15,18,14.8
2/5/2020,Wed,0,0,197,222,419,"1,012",772,"1,784.00","2,203.00",2.91,0.37,2.6,0,31,35,28,8.1,10.1,0.7,55,25,33,18,33,15.6
2/6/2020,Thu,0,0,422,153,575,848,509,"1,357.00","1,932.00",3.36,0.22,0,1.2,36,46,32,13,19,0.7,56,33,35,32,34,17
2/7/2020,Fri,0,0,"1,730",547,"2,277","1,263",716,"1,979.00","4,256.00",10.51,0,0,0,47,56,42,21.9,28,0.3,59,34,36,33,35,18.1
2/8/2020,Sat,0,0,"1,009",394,"1,403","3,341",605,"3,946.00","5,349.00",10.07,0.01,0,0,44,47,32,28,36.9,0.1,61,27,36,24,24,18.1
2/9/2020,Sun,0,0,965,215,"1,180","3,899",338,"4,237.00","5,417.00",7.61,0,0,0,35,46,26,18.1,25.1,0.1,59,26,35,21,27,18.1
2/10/2020,Mon,0,0,213,71,284,984,278,"1,262.00","1,546.00",6.04,0,0,0,35,47,25,21,28,0,59,24,33,17,18,18.1
2/11/2020,Tue,0,0,140,78,218,705,273,978.00,"1,196.00",4.03,0,0,0,35,49,26,10.1,14.1,0,58,26,33,15,30,18.1
2/12/2020,Wed,0,0,204,116,320,"1,027",525,"1,552.00","1,872.00",7.61,0,0,0,37,49,28,21,29.1,0,58,28,36,21,23,18.2
2/13/2020,Thu,0,0,410,169,579,745,462,"1,207.00","1,786.00",9.4,0,0,0,38,53,28,23.9,36.9,0,57,30,41,20,35,18.2
2/14/2020,Fri,0,0,439,298,737,"1,215",400,"1,615.00","2,352.00",9.4,0,0,0,42,48,29,25.1,36.9,0,57,27,35,18,19,18.2
2/15/2020,Sat,0,0,987,439,"1,426","2,963",438,"3,401.00","4,827.00",6.26,0,0,0,38,45,30,12.1,16.1,0.1,58,27,32,19,29,18.3
2/16/2020,Sun,0,0,"1,039",289,"1,328","3,287",492,"3,779.00","5,107.00",7.61,0.53,0,0,39,45,30,21,27.1,0.7,65,27,30,14,14,19.5
2/17/2020,Mon,1,1,938,225,"1,163","3,268",622,"3,890.00","5,053.00",6.26,0,0,0,33,41,25,17,21.9,0.1,65,19,25,11,12,19.6
2/18/2020,Tue,0,0,270,114,384,"1,043",322,"1,365.00","1,749.00",6.04,0,0,0,30,41,23,14.1,16.1,0,64,16,28,8,12,19.6
2/19/2020,Wed,0,0,311,235,546,"1,311",471,"1,782.00","2,328.00",9.62,0,0,0,30,40,21,16.1,21.9,0,64,17,29,8,17,19.6
2/20/2020,Thu,0,0,558,104,662,"1,407",405,"1,812.00","2,474.00",10.51,0,0,0,30,45,20,17,23,0,63,26,33,15,26,19.6
2/21/2020,Fri,0,0,687,344,"1,031","1,951",607,"2,558.00","3,589.00",4.47,0,0,0,33,45,23,14.1,19.9,0,62,31,44,22,28,19.7
2/22/2020,Sat,0,0,936,236,"1,172","3,177",562,"3,739.00","4,911.00",3.8,0,0,0,35,50,25,13,16.1,0.1,62,34,50,27,29,19.8
2/23/2020,Sun,0,0,679,88,767,"3,018",262,"3,280.00","4,047.00",11.41,0,0,0,39,58,29,38,48.1,0.1,62,31,41,22,22,19.9
2/24/2020,Mon,0,0,128,58,186,596,157,753.00,939.00,9.62,0,0,0,38,44,27,21.9,30,0,61,23,27,17,23,19.9
2/25/2020,Tue,0,0,143,58,201,579,296,875.00,"1,076.00",3.36,0,0,0,33,45,20,10.1,14.1,0,61,25,37,15,22,19.9
2/26/2020,Wed,0,0,198,116,314,"1,003",441,"1,444.00","1,758.00",5.14,0,0,0,38,52,31,14.1,18.1,0,61,33,43,23,29,19.9
2/27/2020,Thu,0,0,513,140,653,801,357,"1,158.00","1,811.00",4.47,0,0,0,40,56,27,12.1,15,0,60,33,47,24,32,19.9
2/28/2020,Fri,0,0,655,318,973,"1,471",410,"1,881.00","2,854.00",10.51,0,0,0,44,63,30,21.9,29.1,0,60,40,48,31,38,20
2/29/2020,Sat,0,0,704,190,894,"2,122",305,"2,427.00","3,321.00",8.95,0,0,0,47,49,36,17,23,0,59,31,38,25,25,20
3/1/2020,Sun,0,0,410,65,475,"2,911",192,"3,103.00","3,578.00",12.3,0,0,0,39,51,27,25.9,36,0,59,27,37,18,20,20
3/2/2020,Mon,0,0,118,31,149,582,146,728.00,877.00,5.37,0,0,0,36,49,24,16.1,21.9,0,59,28,38,17,32,20
3/3/2020,Tue,0,0,100,39,139,431,145,576.00,715.00,6.49,0,0,0,46,58,40,15,21,0.1,58,35,45,31,32,20
3/4/2020,Wed,0,0,245,66,311,764,391,"1,155.00","1,466.00",8.5,0,0,0,46,60,34,17,23.9,0,58,35,42,29,33,20
3/5/2020,Thu,0,0,179,83,262,626,247,873.00,"1,135.00",12.97,0,0,0,50,71,38,21.9,30,0,56,43,54,31,43,20
3/6/2020,Fri,0,0,269,262,531,694,324,"1,018.00","1,549.00",12.3,0,0,0,55,66,42,21,27.1,0,56,45,50,42,44,20
3/7/2020,Sat,0,0,484,124,608,"1,377",231,"1,608.00","2,216.00",9.17,0.14,0,0,55,60,39,25.1,40,0.1,59,37,45,30,30,20.1
3/8/2020,Sun,0,0,505,70,575,"2,605",251,"2,856.00","3,431.00",2.91,0,0,0,42,51,33,6.9,11,0.1,57,32,41,23,31,20.1
3/9/2020,Mon,0,0,142,49,191,351,107,458.00,649.00,4.47,0.02,0,0,44,52,37,14.1,18.1,0.1,58,31,38,28,30,20.2
3/10/2020,Tue,0,0,143,51,194,561,233,794.00,988.00,3.36,0,0,0,44,57,32,13,16.1,0,57,33,45,22,32,20.4
3/11/2020,Wed,0,0,125,38,163,621,348,969.00,"1,132.00",8.95,0,0,0,47,63,36,18.1,25.1,0,56,37,45,30,31,20.4
3/12/2020,Thu,0,0,241,61,302,513,178,691.00,993.00,9.62,0,0,0,45,53,32,18.1,23.9,0,56,32,38,27,33,20.5
3/13/2020,Fri,0,0,303,192,495,845,274,"1,119.00","1,614.00",10.96,0,0,0,40,57,28,23.9,32,0,56,34,43,21,40,20.5
3/14/2020,Sat,0,0,282,111,393,"1,409",324,"1,733.00","2,126.00",9.17,0.1,0,0,48,53,38,25.9,36,0.5,59,34,44,29,32,20.6
3/15/2020,Sun,0,0,407,93,500,"2,705",187,"2,892.00","3,392.00",7.61,0.58,0,0,44,56,34,18.1,25.1,0.6,62,34,42,29,34,21.3
3/16/2020,Mon,0,0,151,0,151,"1,042",0,"1,042.00","1,193.00",4.92,0,0,0,45,59,35,17,23,0,60,39,47,32,37,21.4
3/17/2020,Tue,0,0,82,0,82,642,0,642.00,724.00,5.82,0.28,0,0,51,60,41,23.9,32,0.2,59,37,43,30,30,21.4
3/18/2020,Wed,0,0,0,0,0,0,0,0.00,0.00,6.49,0,0,0,42,49,36,16.1,23,0,60,31,40,26,27,21.6
3/19/2020,Thu,0,0,0,0,0,0,0,0.00,0.00,3.36,0,0,0,40,57,30,8.9,14.1,0,59,35,46,24,35,21.6
3/20/2020,Fri,0,0,0,0,0,0,0,0.00,0.00,5.37,0,0,0,48,59,40,13,19,0,59,37,45,31,31,21.6
3/21/2020,Sat,0,0,0,0,0,0,0,0.00,0.00,6.04,0,0,0,48,59,36,16.1,21.9,0,58,35,46,28,30,21.6
3/22/2020,Sun,0,0,0,0,0,0,0,0.00,0.00,5.82,0,0,0,46,60,33,15,21,0,57,35,44,24,36,21.7
3/23/2020,Mon,1,0,0,0,0,0,0,0.00,0.00,9.62,0.05,0,0,50,57,43,29.1,38,0.1,57,37,44,31,31,21.7
3/24/2020,Tue,1,0,0,0,0,0,0,0.00,0.00,6.71,0.07,0,0,45,49,36,21,28,0.2,60,30,36,21,25,21.8
3/25/2020,Wed,1,0,0,0,0,0,0,0.00,0.00,7.83,0.01,0,0,40,49,32,21,29.1,0.1,61,25,32,17,17,22
3/26/2020,Thu,1,0,0,0,0,0,0,0.00,0.00,6.49,0,0,0,36,49,25,18.1,25.9,0,60,24,33,13,24,22.1
3/27/2020,Fri,1,0,0,0,0,0,0,0.00,0.00,6.04,0,0,0,38,50,26,17,28,0.1,60,27,33,18,27,22.1
3/28/2020,Sat,0,0,0,0,0,0,0,0.00,0.00,4.7,0,0,0,44,57,35,12.1,18.1,0,59,33,43,25,33,22.1
3/29/2020,Sun,0,0,0,0,0,0,0,0.00,0.00,7.38,0.1,0,0,48,55,42,16.1,21.9,0.4,60,35,40,31,33,22.3
3/30/2020,Mon,0,0,0,0,0,0,0,0.00,0.00,11.41,0.03,0,0,48,54,43,21,29.1,0.6,65,35,40,32,33,23.2
3/31/2020,Tue,0,0,0,0,0,0,0,0.00,0.00,9.62,0.44,0,0,47,53,37,35.1,45,0.9,74,30,34,21,21,24.6
4/1/2020,Wed,0,0,0,0,0,0,0,0.00,0.00,7.61,0,0,0,39,46,31,28,34,0.1,73,23,35,14,17,24.6
4/2/2020,Thu,0,0,0,0,0,0,0,0.00,0.00,5.82,0,0,0,36,47,25,16.1,21.9,0,73,24,36,17,17,24.6
4/3/2020,Fri,0,0,0,0,0,0,0,0.00,0.00,7.38,0,0,0,40,52,29,14.1,19.9,0,71,27,41,15,22,24.7
4/4/2020,Sat,0,0,0,0,0,0,0,0.00,0.00,10.07,0.05,0,0,43,60,29,23,30,0.2,72,33,44,19,33,24.8
4/5/2020,Sun,0,0,0,0,0,0,0,0.00,0.00,9.62,0.16,0,0,50,61,42,25.9,36,0.2,71,37,46,28,37,24.8
4/6/2020,Mon,0,0,0,0,0,0,0,0.00,0.00,5.59,0,0,0,49,62,40,17,21.9,0.2,69,39,53,33,33,25.6
4/7/2020,Tue,0,0,0,0,0,0,0,0.00,0.00,6.26,0,0,0,51,66,39,13,18.1,0,68,41,53,31,44,25.6
4/8/2020,Wed,0,0,0,0,0,0,0,0.00,0.00,5.59,0,0,0,54,71,40,14.1,19,0,65,47,58,40,42,25.6
4/9/2020,Thu,0,0,0,0,0,0,0,0.00,0.00,4.47,0,0,0,56,71,39,15,21.9,0,63,49,61,40,44,25.4
4/10/2020,Fri,0,0,0,0,0,0,0,0.00,0.00,8.5,0,0,0,59,71,46,18.1,23.9,0,61,45,52,37,44,24.6
11/27/2020,Fri,1,0,56,0,56,3694,0,"3,694.00","3,750.00",8.05,0,0,0,33,43,26,16.1,21,0,25,25,37,19,23,7
11/28/2020,Sat,0,0,37,0,37,2677,0,"2,677.00","2,714.00",5.82,0,0,0,31,37,22,16.1,19.9,0,25,29,38,23,27,7
11/29/2020,Sun,0,0,13,0,13,3486,0,"3,486.00","3,499.00",6.26,0,0,0,29,40,22,15,19,0,25,32,37,23,35,7
11/30/2020,Mon,0,0,0,0,0,0,0,0.00,0.00,4.25,0,0,0,28,35,21,19.9,25.1,0,25,31,38,24,24,7
12/1/2020,Tue,0,0,0,0,0,0,0,0.00,0.00,4.25,0,0,0,27,40,19,12.1,15,0,24,27,33,19,24,7
12/2/2020,Wed,0,0,144,2,146,1482,0,"1,482.00","1,628.00",8.5,0,0,0,31,47,25,16.1,19.9,0,24,29,33,22,31,7
12/3/2020,Thu,0,0,101,0,101,1024,0,"1,024.00","1,125.00",4.92,0,0,0,30,41,23,10.1,13,0,24,32,42,23,26,7
12/4/2020,Fri,0,0,160,3,163,1960,0,"1,960.00","2,123.00",5.14,0,0,0,29,40,21,12.1,14.1,0,24,28,38,21,35,7
12/5/2020,Sat,0,0,291,8,299,3355,0,"3,355.00","3,654.00",5.14,0,0,0,29,42,21,14.1,19,0,24,38,42,33,38,7
12/6/2020,Sun,0,0,294,8,302,3065,0,"3,065.00","3,367.00",2.91,0,0,0,28,40,20,8.9,11,0,24,35,41,29,32,7
12/7/2020,Mon,0,0,132,1,133,903,0,903.00,"1,036.00",6.04,0,0,0,31,46,23,15,19,0,24,35,45,28,34,7
12/8/2020,Tue,0,0,91,0,91,780,0,780.00,871.00,3.8,0,0,0,30,43,21,13,17,0,24,40,49,32,42,7
12/9/2020,Wed,0,0,93,0,93,868,0,868.00,961.00,4.03,0,0,0,29,39,20,12.1,15,0,24,35,42,29,30,7
12/10/2020,Thu,0,0,75,2,77,667,0,667.00,744.00,5.14,0,0,0,29,42,20,16.1,17,0,24,27,35,19,20,7
12/11/2020,Fri,0,0,191,2,193,1805,0,"1,805.00","1,998.00",4.03,0,0,0,30,41,22,8.9,11,0,24,20,23,13,13,7
12/12/2020,Sat,0,0,531,236,767,2659,1557,"4,216.00","4,983.00",4.92,0,0,0,27,38,18,14.1,18.1,0,24,19,26,14,17,7
12/13/2020,Sun,0,0,439,224,663,2449,923,"3,372.00","4,035.00",12.08,0.04,0.5,0,29,37,25,23.9,33.1,0.3,24,23,25,16,24,7
12/14/2020,Mon,0,0,181,193,374,1185,921,"2,106.00","2,480.00",6.93,0.01,0.1,1.2,30,35,21,17,21,0,25,25,30,22,25,7.1
12/15/2020,Tue,0,0,88,164,252,678,757,"1,435.00","1,687.00",8.5,0.02,0.2,0,30,37,24,16.1,23,0.1,26,27,31,21,31,7.3
12/16/2020,Wed,0,0,183,204,387,808,836,"1,644.00","2,031.00",4.92,0,0,0,33,44,31,21.9,29.1,0.2,26,31,34,30,32,7.6
12/17/2020,Thu,0,0,258,339,597,1353,1540,"2,893.00","3,490.00",7.61,0.08,0,0,39,44,35,21.9,35.1,0.4,30,30,33,27,27,8
12/18/2020,Fri,0,0,467,252,719,1847,1523,"3,370.00","4,089.00",5.82,0,0,0,37,43,32,14.1,19,0,29,27,32,24,27,8
12/19/2020,Sat,0,0,580,249,829,2931,1233,"4,164.00","4,993.00",8.5,0,0,0,39,49,33,16.1,19.9,0,28,30,34,26,33,8.1
12/20/2020,Sun,0,0,600,308,908,1979,378,"2,357.00","3,265.00",10.07,0.03,0,0,42,46,39,18.1,23,0.4,28,36,39,31,39,7.9
12/21/2020,Mon,0,0,461,307,768,1127,767,"1,894.00","2,662.00",13.2,0,0,0,47,58,43,23,31.1,0,27,40,46,36,36,8.1
12/22/2020,Tue,0,0,459,399,858,1011,656,"1,667.00","2,525.00",14.32,0.02,0,0,44,49,27,33.1,42.9,0.1,33,24,39,18,18,8.6
12/23/2020,Wed,1,0,752,561,1313,1642,1171,"2,813.00","4,126.00",3.8,0,0,0,30,37,20,13,16.1,0,32,19,26,12,22,8.7
12/24/2020,Thu,1,1,624,2,626,1627,63,"1,690.00","2,316.00",9.4,0,0,0,29,43,24,17,23,0.1,32,31,37,22,33,8.9
12/25/2020,Fri,1,1,433,331,764,889,352,"1,241.00","2,005.00",5.37,0,0,0,30,43,21,14.1,18.1,0,31,34,36,30,36,8.9
12/26/2020,Sat,1,0,555,366,921,1839,1256,"3,095.00","4,016.00",5.82,0.34,0.5,0,36,42,28,15,19.9,0.7,39,30,35,26,26,10.2
12/27/2020,Sun,1,0,678,369,1047,3570,1235,"4,805.00","5,852.00",2.24,0,0,0,29,32,22,8.1,10.1,0,38,23,31,17,24,10.2
12/28/2020,Mon,1,0,823,322,1145,2284,1058,"3,342.00","4,487.00",4.47,0,0,0,26,31,20,12.1,14.1,0,37,27,36,21,30,10.2
12/29/2020,Tue,1,0,1159,349,1508,2209,1223,"3,432.00","4,940.00",4.92,0,0,0,24,28,21,10.1,13,0,37,26,33,20,23,10.2
12/30/2020,Wed,1,0,1189,266,1455,1740,1012,"2,752.00","4,207.00",7.61,0.01,0.2,0,26,35,23,21,28,0.2,38,26,30,19,27,10.4
12/31/2020,Thu,1,1,1074,210,1284,2357,839,"3,196.00","4,480.00",2.91,0.01,0.2,0,32,38,29,8.9,13,0.2,40,27,29,26,27,10.6
1/1/2021,Fri,1,1,972,254,1226,2657,1042,"3,699.00","4,925.00",9.4,0,0,0,35,43,31,21,27.1,0,39,29,32,24,30,10.6
1/2/2021,Sat,1,0,1061,284,1345,2593,1050,"3,643.00","4,988.00",8.28,0.01,0.1,0,38,46,33,14.1,19.9,0.2,40,29,33,27,30,10.9
1/3/2021,Sun,1,0,1012,592,1604,3227,1224,"4,451.00","6,055.00",9.17,0.24,0,0,41,50,37,16.1,21,0.6,45,31,34,27,32,11.8
1/4/2021,Mon,1,0,327,336,663,1001,717,"1,718.00","2,381.00",14.54,0.19,0,0,42,48,37,28,36,0.9,52,33,37,30,30,12.9
1/5/2021,Tue,1,0,501,513,1014,2399,1478,"3,877.00","4,891.00",5.37,0,0,0,39,44,32,16.1,21,0.1,50,26,29,21,25,13
1/6/2021,Wed,1,0,378,424,802,1282,1062,"2,344.00","3,146.00",10.29,0,0,0,37,45,29,18.1,25.1,0,49,31,34,26,32,13
1/7/2021,Thu,1,0,434,361,795,1551,1545,"3,096.00","3,891.00",4.47,0.2,0.3,0,38,43,33,16.1,21.9,0.4,53,28,32,22,27,13.6
1/8/2021,Fri,1,0,552,364,916,1793,1519,"3,312.00","4,228.00",8.5,0.03,0.1,0,34,40,28,17,23,0.2,53,28,32,25,27,13.8
1/9/2021,Sat,0,0,696,275,971,3793,1668,"5,461.00","6,432.00",4.92,0.01,0,0,33,41,30,13,17,0,53,24,33,17,23,13.8
1/10/2021,Sun,0,0,664,263,927,3479,1084,"4,563.00","5,490.00",8.95,0,0,0,34,39,28,15,21.9,0,52,24,32,20,21,13.8
1/11/2021,Mon,0,0,291,332,623,1166,842,"2,008.00","2,631.00",7.16,0,0,0,31,41,24,18.1,23.9,0,51,29,34,19,33,13.8
1/12/2021,Tue,0,0,168,297,465,606,925,"1,531.00","1,996.00",10.96,0.12,0,0,35,43,29,19.9,28,0.7,52,34,38,30,38,14.5
1/13/2021,Wed,0,0,134,292,426,408,764,"1,172.00","1,598.00",12.3,0.1,0,0,45,50,29,25.1,32,0.2,50,33,41,21,22,14.5
1/14/2021,Thu,0,0,305,439,744,1067,1126,"2,193.00","2,937.00",3.8,0,0,0,36,47,28,8.9,13,0,50,29,37,21,32,14.5
1/15/2021,Fri,0,0,571,476,1047,1253,968,"2,221.00","3,268.00",4.25,0,0,0,33,38,27,15,19,0,49,35,45,30,31,14.5
